PLAN DE ESTUDIOS,NRC,CONECTOR  LIGA,LISTA CRUZADA,MATERIA,CURSO,SECC.,TITULO,CREDITO,LUNES,MARTES,MIERCOLES,JUEVES,VIERNES,SABADO,INICIO,FIN,SALA,TIPO,PROFESOR
PE2016,3790,,,ING,1100,2,ALGEBRA E INTR. AL CALCULO,10,,,15:30 -17:20,,,,7/3/2022,22/06/2022,,AYUD,SANCHEZ/CANCINO LEONARDO FRANCISCO
PE2016,3790,,,ING,1100,2,ALGEBRA E INTR. AL CALCULO,10,,,,08:30 -10:20,,,2/3/2022,22/06/2022,R-12,CLAS,SANCHEZ/CANCINO LEONARDO FRANCISCO
PE2016,3794,,,ING,1201,1,ALGEBRA LINEAL,6,08:30 -10:20,,,,,,7/3/2022,22/06/2022,B-32,CLAS,BASTARRICA/MELGAREJO JOSEFINA ESTEFANIA
PE2016,3794,,,ING,1201,1,ALGEBRA LINEAL,6,19:30 -21:20,,,,,,4/4/2022,4/4/2022,,PRBA 1,BASTARRICA/MELGAREJO JOSEFINA ESTEFANIA
PE2016,3795,,,ING,1201,2,ALGEBRA LINEAL,6,19:30 -21:20,,,,,,4/4/2022,4/4/2022,,PRBA 1,CARRASCO/BRIONES MIGUEL ANGEL 
PE2016,3794,,,ING,1201,1,ALGEBRA LINEAL,6,19:30 -21:20,,,,,,2/5/2022,2/5/2022,,PRBA 2,BASTARRICA/MELGAREJO JOSEFINA ESTEFANIA
PE2016,3794,,,ING,1201,1,ALGEBRA LINEAL,6,,15:30 -17:20,,,,,14/03/2022,22/06/2022,,AYUD,BASTARRICA/MELGAREJO JOSEFINA ESTEFANIA
PE2016,3794,,,ING,1201,1,ALGEBRA LINEAL,6,,,15:30 -17:20,,,,29/06/2022,29/06/2022,,EXAM,BASTARRICA/MELGAREJO JOSEFINA ESTEFANIA
PE2016,3795,,,ING,1201,2,ALGEBRA LINEAL,6,19:30 -21:20,,,,,,2/5/2022,2/5/2022,,PRBA 2,CARRASCO/BRIONES MIGUEL ANGEL 
PE2016,3794,,,ING,1201,1,ALGEBRA LINEAL,6,,,,,08:30 -10:20,,7/3/2022,22/06/2022,R-14,CLAS,BASTARRICA/MELGAREJO JOSEFINA ESTEFANIA
PE2016,3795,,,ING,1201,2,ALGEBRA LINEAL,6,14:30 -16:20,,,,,,7/3/2022,22/06/2022,I201,CLAS,CARRASCO/BRIONES MIGUEL ANGEL 
PE2016,3794,,,ING,1201,1,ALGEBRA LINEAL,6,,,,19:30 -21:20,,,26/05/2022,26/05/2022,,PRBA 3,BASTARRICA/MELGAREJO JOSEFINA ESTEFANIA
PE2016,3795,,,ING,1201,2,ALGEBRA LINEAL,6,,,,19:30 -21:20,,,26/05/2022,26/05/2022,,PRBA 3,CARRASCO/BRIONES MIGUEL ANGEL 
PE2016,3794,,,ING,1201,1,ALGEBRA LINEAL,6,19:30 -21:20,,,,,,13/06/2022,13/06/2022,,PRBA 4,BASTARRICA/MELGAREJO JOSEFINA ESTEFANIA
PE2016,3795,,,ING,1201,2,ALGEBRA LINEAL,6,,15:30 -17:20,,,,,14/03/2022,22/06/2022,,AYUD,CARRASCO/BRIONES MIGUEL ANGEL 
PE2016,3795,,,ING,1201,2,ALGEBRA LINEAL,6,,,15:30 -17:20,,,,7/3/2022,22/06/2022,H-208,CLAS,CARRASCO/BRIONES MIGUEL ANGEL 
PE2016,3795,,,ING,1201,2,ALGEBRA LINEAL,6,,,11:30 -13:20,,,,29/06/2022,29/06/2022,,EXAM,CARRASCO/BRIONES MIGUEL ANGEL 
PE2016,3795,,,ING,1201,2,ALGEBRA LINEAL,6,19:30 -21:20,,,,,,13/06/2022,13/06/2022,,PRBA 4,CARRASCO/BRIONES MIGUEL ANGEL 
PE2016,3797,Foo,,ICC,4101,1,ALGORITHMS AND COMPETITIVE PRO,6,,,,15:30 -19:20,,,7/3/2022,22/06/2022,,CLAS,CORREA/VILLANUEVA JAVIER 
